DNB,ID
1130282236,40001981
103750187X,40002020
1037532449,40002212
6146182-9,40002213
1236229509,40002287
6146275-5,40002293
1026102146,40002331
1037519035,40002338
131799754,40002345
116413867,40002386
1169253466,40002389
1037594525,40002435
1036998924,40002457
103754269X,40002457
117696706,40002482
6147514-2,40002486
105158700X,40002487
135338778,40002494
6145405-9,40002574
118683527,40002591
103122249,40002591
13310057X,40002592
129462543,40002680
1051217520,40002683
5164397-2,40002684
1047903466,40002688
14043805X,40002688
134020561,40002688
119648091,40002689
1037510380,40002707
118834967,40002710
1072959968,40002712
11675026X,40002712
129720836,40002727
11627509X,40002759
1067652531,40002777
1078908435,40002779
1037530454,40002780
1036224651,40002782
1072966069,40002783
1073421694,40002783
1037500245,40002796
1037522044,40002798
1072969343,40002807
132784300,40002809
1037658124,40002856
117626953,40002883
1051260159,40002896
1037498704,40002896
1037519957,40002900
1037524594,40002901
103754823X,40002909
1067450904,40002922
103805540,40002924
131999508,40002927
1089784783,40002928
1037587685,40002939
1037535782,40002980
118121713X,40002983
2092054-4,40002995
1236860284,40003003
1037499905,40003005
1037581172,40003006
119654415,40003007
1037528204,40003008
118678345,40003009
1153734354,40003012
103882588,40003019
121079015,40003021
101656354X,40004036
1236914260,40003036
132664631,40003044
123906970,40003052
1037502477,40003058
6146562-8,51005205
1037527399,40003094
1037514149,40003098
100462073,40003099
1037506774,40003106
118823868,40003107
1037517342,40003109
122831780,40003128
124471765,40003160
1090729812,40003162
1037505107,40003162
1072940469,40003166
118122274,40003203
6147579-8,40003220
100054315,40003220
1037522680,40003236
12946435X,40003244
1037499220,40003250
2074286-1,40003261
1036805824,40003261
122321382X,40003273
1037511530,40003273
122968468,40003274
1073428370,40003278
1072976110,40003278
119661403,40003279
119661411,40003281
1037529057,40003282
135903998,40003306
1037513835,40003309
1037508874,40003311
16002092-X,40003312
1073505170,40003312
1238035981,40003314
132250845,40003315
129611875,40003316
132250896,40003317
6146131-3,40003320
102823219,40003324
10200466-3,51001525
6145420-5,40003337
1082302678,40003333
122177649,40003337
6146449-1,40003345
6146413-2,40003347
1036241521,40003358
130585939,40003360
1037500105,40003362
1072895471,40003362
1238528686,40003364
108792846,40003365
1176033352,40003366
189470348,40003366
13022636X,40003381
16115999-0,40003384
1073021440,40003387
1037531698,40003396
1037512499,40003402
12347082X,40003411
1037533380,40009787
1095564102,40003413
129859079,40003417
2129790-3,40003429
11911044X,40003429
2129791-5,40003432
124529054,40003434
119116510,40003438
103865993,40003447
1037570081,40003448
1037609093,40003451
6146395-4,40003464
1037500067,40003465
121806774,40003467
128930993,40003469
1090687109,40003472
104318295,40003472
6146260-3,40003473
1156655560,40003494
1037506553,40003494
1037507789,40003494
1037524365,40003523
1173180125,40003524
1037532392,40003526
1037516559,40003527
102981787,40003529
128911085,40003530
11891958X,40003542
104106271,40003543
129464929,40003544
1037510305,40003547
16103038-5,40003559
1072897423,40003559
116600020,40003559
136284981,40003564
1034727508,40003566
1037501144,40003574
106670810X,40003575
1037500679,40003576
118691961,40003582
1037533623,40003585
1073047318,40003589
103890076,40003591
116643617,40003592
1037509706,40003600
1037636414,40003600
1037542746,40003601
118809962,40003604
130531324,40003611
1037530276,40003671
118684418,40003674
1037502647,40003675
1037527372,40003677
1169759858,40003683
1037533712,40003730
1037526414,40003732
1239132824,40003733
1072951304,40003742
136122450,40003746
10405428X,40003746
1037506960,40003746
1037526090,40003747
1239138407,40003748
104277319,40003749
124198198,40003751
1101955481,40003754
1037497473,40003754
116830794,40003756
170171957,40003760
6146574-4,40003763
1072905418,40003764
118847635,40003764
129127485,40003766
119452855,40003769
6145997-5,40003769
1025534654,40003770
115627006,40003771
6147010-7,40003779
6146566-5,51000459
1114421871,40003781
1156333016,40003781
116854456,40003781
1072906384,40003786
6146805-8,40003786
6146470-3,40003791
119097842,40003792
130590401,40003793
1072910519,40003801
141181095,40003801
1037518659,40003804
1037580222,40003812
115393919,40003814
120754681,40003816
1024187489,40003825
119150034,40003826
12946533X,40003831
143628364,40003895
121493547,40003915
6145328-6,40003958
1037598431,40003959
103789375,40003964
1090687265,40003966
103751615X,40003966
1146027028,40003967
11968280X,40003971
120080257,40003972
1052596991,40003973
6147313-3,40003974
1012087611,40003975
116520221,40003979
1148147527,40003979
103753297X,40003981
119091097,40003986
1011602296,40004011
13150309X,40004020
1072904195,40004036
1072902958,40004036
132374226,40004036
6146476-4,40004045
111255839X,40004049
11869538X,40004103
1037508122,40004110
1037531124,40004156
12852619X,40004158
11889207X,40004207
1037500180,40004221
128832290,40004245
1037511360,40004246
1027681743,40004247
1072900815,40004310
1052825451,40004310
6145962-8,40004358
6145963-X,40004360
1037502868,40004417
1046416782,40008862
16318206-1,40004456
1090671075,40004456
1037549511,40004503
1037522621,40004518
103796738,40004530
132789779,40004544
134182219,40004630
6146565-3,40004634
109068777X,40004635
1038509203,51001954
128579439,40004641
1076303099,40004758
136718809,40004762
116502967,40004765
132209144,40004779
1037532961,40004789
107305621X,40004826
10076615-8,40004852
13162038X,40004949
1029455341,40004974
1076758835,40004974
6146361-9,40005040
1072924951,40005054
6145272-5,40005057
1073054047,40005058
1073431479,40005058
1034183443,40005062
1072964082,40005073
5099699-X,40005073
124876153,40005122
139925805,40005123
1070171921,40005226
1037514874,40005226
1037529804,40005228
131602020,40005262
103092064,40005287
130649325,40005292
118708236,40005321
1037528190,40005426
1090689616,40005426
1090689551,40005426
102498806,40005469
1053947291,40005523
142821136,40005586
1037180798,40005612
1037515943,40005615
1090686935,40005618
118721941,40005673
108981206X,40005674
116172169,40005692
1037520963,40005734
1037516133,40005774
1037507088,40005777
1215352-7,40005780
121366316,40005788
115532871X,40005860
103751159X,40005864
136586953,40005901
1037516338,40005915
16115627-7,40005932
103750951X,40006039
132233886,40006058
1051124875,40006067
119736802,40006067
6146546-X,40006069
1037501985,40006086
119738651,40006109
1090722443,40006131
1214847773,40006214
134847555,40006238
102499446,40006704
1037529340,40006751
1037563808,40006768
135666856,40006775
1075779820,40006782
110161403X,40006785
11857387X,40006788
10138310X,40006792
1019623209,40006929
123129885,40006931
123129877,40006932
132196344,40006935
1046229982,40006976
1121328180,40007042
122186273,40007236
1112960104,40007359
1037570960,40007359
120869934,40007372
5207761-5,40007372
138328935,40007416
6146380-2,40007423
143603744,40007424
1037506529,40007424
129238082,40007436
1090688954,40007455
1135681910,40007474
128666250,40007478
121300420,40007543
1037584139,40007623
1090735235,40007768
4579127-2,40007815
1037554787,40007829
1072997517,40007921
100178405,40007926
128772115,40007942
103752330X,40007959
1037522915,40007959
6145709-7,40007972
1037517296,40007988
118587668,40008004
4042209-4,40090759
1209579510,40008045
1125562919,40008050
115367926,40008094
1090733682,40008124
103075623,40008124
100972926,40008138
1149546557,40008238
103823875,40008252
1073048411,40008263
1037501497,40008263
137616473,40008266
1037517415,40008286
116163402,40008359
1217618678,40008362
103753378X,40008362
118791818,40008394
1046374109,40008463
1037505387,40008463
1090682786,40008465
104206764,40008485
1017908443,40008570
137706405,40008598
115810390,40008610
12191173X,40008637
1055140786,40008765
1037505344,40008859
131745417,40008862
1044330325,40008864
1037521021,40008881
1046716700,40008914
1037507762,40009030
6146471-5,40009031
12888357X,40009037
1037506855,40009044
1037528867,40009055
1037511662,40009064
6146585-9,40009066
119538938,40009070
129097225,40009075
4212659-9,40009096
1050750209,40009104
1037501918,40009138
139513027,40009190
133534804,40009204
115355944,40009221
100989616,40009312
119796864,40009345
133995801,40009374
132030276,40009384
1055554572,40009511
1028906471,40009561
137534892,40009647
136463169,40009648
131143492,40009696
1037698533,40009696
124588476,40009699
111017378,40009701
1037519027,40090620
1090737068,40009730
304942361,40009762
132202506,40009774
1043134093,40009776
1073016706,40009782
1044877707,40009782
109069699X,40009789
1086805852,40009790
1037533194,40009795
118795295,40009832
128480343,40009856
118761943,40009892
1043614257,40009950
13139522X,40009994
119127695,40009995
1157132448,40010007
1104770725,40010044
1037654498,40010146
1243383-4,40010191
117398810,40010191
1037586476,40010260
1072911302,40010265
135686296,40010266
1045081167,40010266
6146333-4,40010311
119007576,40010334
1037537572,40010361
1037519523,40010392
1073088146,40010398
1123836310,40010404
1037505085,40010459
11984155X,40010480
1037521366,40010481
134691962,40010482
103752232X,40010488
1037525841,40010502
4192255-4,40010802
118760726,40010811
115458158,40010823
1037523083,40010826
1090736940,40010855
11729327X,40010886
1020515589,40010899
6146424-7,40010914
5164135-5,40010952
6146446-6,40011001
134546857,40011021
11741462X,40011039
1090724608,40011086
104180463,40011086
1037532945,40011112
4064251-3,40011135
138383723,40011140
103753090X,40011143
1046871315,40011143
1086748344,40011150
141335130,40011265
1111575681,40011265
6146093-X,40011266
1037505689,40011267
4192254-2,40011279
122397541,40011316
1054450633,40011334
1037508092,40011352
6146366-8,40011372
117333840,40011390
1117827194,40011487
1037505409,40011487
1037511298,40011490
1090734638,40011491
1037530500,40011491
1185429816,40011609
118636421,40011638
6146095-3,40011641
131680056,40011643
13867034X,40011657
6146534-3,40011659
1065676352,40011664
1035655306,40011664
143396420,40011665
102181578,40011687
1037513908,40011697
1037503988,40011728
1037517466,40011748
1195194730,40011749
1037606922,40011749
1037541316,40011776
10062050-4,40011806
143192426,40011806
1090682778,40011816
1037652320,40011827
144004453,40011840
141160527,40011848
16114917-0,40011848
1112961801,40011881
1037541383,40011881
1238570909,40011895
118665685,40011933
130076139,40011947
1231305606,40011956
6147017-X,40012013
1037601599,40012013
1037513495,40012023
1037524918,40012048
123417309,40012055
119602903,40012070
1066399921,40012134
1037536746,40012134
1037502469,40012134
100099076,40012161
1086058836,40012183
1054785309,40012186
5190670-3,40012207
121051026X,40012211
1130818330,40012225
1037549120,40012239
4029259-9,40090228
123907347X,40090250
1037515013,40090283
6146146-5,40090283
1037549074,40090311
1072951118,40090316
10019299-3,40090318
1072948729,40090320
1037617592,40090326
137492332,40090329
1234592320,40090337
1107587182,40090412
1037575628,40090412
1072941317,40090417
1037520882,40090452
1235349462,40090510
11864839X,40090547
1037531906,40090548
6146523-9,40090556
104706572X,40090561
1155736885,40090581
6146259-7,40090620
16138157-1,40090626
118666835,40090626
132007347,40090641
1236216040,40090644
16238678-3,40090651
1072920670,40090667
123181201X,40090672
1143552504,40090674
1086059220,40090683
6147623-7,40090683
100321496,40090689
1037499018,40090693
1037511395,40090695
1073090655,40090718
1246289768,40090723
1037506405,40090726
10035569-9,40090758
116152656,40090759
139489010,40090777
119477688,40090784
10193677-1,40090808
6146962-2,40090809
1037533410,40090821
16108580-5,40090829
1037531213,40090834
1072881330,40090841
4647932-6,40090841
13833529X,40090850
1037519477,40090851
105465302X,40090852
133969185,40090852
122777085,40090870
119038293,40090908
103753610X,40090910
1229391762,40090911
13148821X,40090926
105528933X,40090928
118674072,40090953
136215653,40090968
118665618,40090974
118688855,40091032
1236591682,40091079
1037651898,40091135
1072946106,40091135
1103030523,40091136
123541441,40091164
1236240936,40091189
1204140723,40091197
116630671,40091210
100672302,40091211
123972639,40091233
140244034,40091252
118692429,40091260
131482750,40091314
13170706X,40091322
1037532511,40091382
174076770,40091457
1183976224,40091497
1073055930,40091500
1073481921,40091500
1037581946,40091513
1037531086,40091550
1070110426,50007561
1086237153,50007588
1072909871,50007725
1072924366,50007805
107292434X,50007805
1072894017,50007809
1051305675,50007860
1072979039,50007987
108656684X,50008031
16091976-9,50008058
10175165-5,50008111
1073056082,50008116
1073060179,50008176
5169980-1,50008177
1072924374,50008181
1085787176,50008183
1086202600,50008186
10169120-8,50008192
1072974924,50008232
107290439X,50008235
1051767245,51000015
1072980665,51000015
1240725965,51000016
11645136X,51000025
946799806,51000038
3055765-3,51000040
1060575485,51000044
1073002136,51000052
107290330X,51000052
1073089800,51000053
1073074951,51000057
4675047-2,51000061
1072947315,51000061
1072956837,51000067
139011064,51000067
1073009653,51000073
1073065804,51000085
1073018849,51000088
1026819954,51000089
107301889X,51000094
10201971-X,51000095
10359520-X,51000096
16002119-4,51000116
4241732-6,51000123
2022448-5,51000125
2071658-8,51000126
10076721-7,51000129
5162279-8,51000130
2026220-6,51000131
10073784-5,51000131
1241488-8,51000132
1096933-0,51000133
10074787-5,51000134
1122991665,51000135
2018664-2,51000135
106367123X,51000143
1221459-0,51000166
1086342135,51000167
1099298-4,51000182
10014294X,51000183
2142049-X,51000197
1165531615,51000252
2016695-3,51000254
1037509749,51000273
1072982714,51000286
1072981165,51000288
116819472,51000288
1072995336,51000315
1038777275,51000328
107288383X,51000384
32450-4,51000402
121687406,51000411
131896059,51000416
1072973847,51006296
1073053067,51000443
130057398,51000443
1072969874,51000468
6146324-3,51000470
1072969106,51000484
1072943662,51000565
1037496159,51000679
107305540X,51000714
119682524,51000827
1037501888,51001169
1037500482,51001261
1034708864,51001286
1050417224,51001329
1037531132,51001341
1037515471,51001396
1037563387,51001499
129073687,51001504
1045571172,51001504
1037641612,51001509
130896357,51001525
4836839-8,51001553
6146063-1,51001559
4748807-4,51001585
1073001520,51001631
1073065162,51001631
1037530772,51001661
1050515021,51001667
1050515773,51001668
1073009092,51001676
1063670713,51001676
1090697430,51001679
6146136-2,51001695
1072980002,51001713
1065901690,51001713
1073089762,51001714
6145870-3,51001733
6146215-9,51001735
6146098-9,51001824
5324962-8,51001740
6046264-4,51001743
4277998-4,51001768
83749-0,51001799
1158624743,51001829
1152085808,51001834
1086582365,51001835
5160520-X,51001841
6119809-2,51001855
118554751,51001856
1072979772,51001886
1072973340,51001887
107301116X,51001887
411034-1,51001896
6146115-5,51001911
1138946605,51001917
1065870310,51001927
1151148547,51001930
5081813-2,51001930
10106680-6,51001931
5056474-2,51001937
1073001156,51001942
6146540-9,51001952
6146129-5,51001953
12403909X,51001954
1090738234,51001955
1037509935,51001955
1037533151,51001956
1033817538,51001959
1011227436,51001960
1233227785,51001961
117466603,51001963
1036549216,51002014
1072976617,51002029
116076526,51002029
1073089215,51002043
1073089770,51002044
5287395-X,51002047
13486395X,51002058
1072925230,51002064
1073053105,51002065
1072986000,51002066
1072931605,51002069
83864083 ,51002070
1072893355,51002080
118199781X,51002086
1073051714,51002094
1072942232,51002100
1171176384,51002467
1190382229,51002486
1073047482,51002632
4749852-3,51002645
1073047806,51002676
5300875-3,51002685
124757898,51002733
2012891-5,51002794
330093002,51002804
116666366,51002813
6146222-6,51002828
1037514866,51002844
138015031,51002845
1184813663,51002861
1072981726,51002878
10014265-5,51002900
6147024-7,51002906
1072947773,51002921
330009028,51002941
330030795,51002951
142457183,51002952
1072887576,51002975
16299333-X,51002981
1154950212,51003030
2034953-1,51003032
1065863217,51003089
050067788‏ ,51003090
6146820-4,51003125
1072949172,51003142
107294460X,51003142
1037625633,51003169
1037625609,51003169
1102416789,51003227
1043784004,51003259
1073055736,51003266
1073089754,51003266
1052868738,51003282
1073042588,51003286
1072959267,51003341
1073014975,51003348
1072916649,51003348
118885200,51003348
1090682816,51003357
1087528119,51003387
1049865391,51003413
1072977923,51003421
104325453,51003430
107305506X,51003480
135572533,51003480
1153845156,51003488
119460106,51003507
138162-3,51003508
2024945-7,51003509
128526262,51003543
1044522364,51003544
103750092X,51003544
1032849282,51003545
119523884,51003552
1072952807,51003552
1037314107,51003558
1037565002,51003578
1037611365,51003579
1074253620,51003587
103881417,51003616
121721795,51003676
11635769X,51003705
44643-9,51003713
117432229,51003726
124575722,51003773
1072964139,51003773
104872980X,51003834
172481813,51003842
1037231708,51003873
1072882760,51003886
1072937689,51003891
1026893-5,51003920
1073016994,51003946
68223-8,51003992
1016863-1,51003993
135440335,51004157
121445979X,51004199
1040063-1,51004221
http://d-nb.info/gnd/5181665-9,51004268
7600782-0,51004326
1023804867,51004328
http://d-nb.info/gnd/1073070670,51004333
1038496853,51004420
121585204,51004423
1065858655,51004444
107297990X,51004477
11928930X,51004479
5205482-2,51004498
119287056,51004499
2036772-7,51004566
1036022625,51004570
5069425-X,51004571
1073066843,51004582
1073066010,51004582
6145412-6,51004659
136284620,51004659
136284973,51004660
1063003032,51004799
1072525992,51004801
1033636010,51004847
1090722206,51004859
1072911396,51004863
1072962837,51004865
1073061450,51004867
1073020258,51004867
1072995131,51004885
1072995514,51004885
1072932423,51004887
1073021041,51004887
132800497,51004890
5158651-4,51004907
1072962551,51004922
6146790-X,51004945
1072955954,51004981
143750844,51004983
1037499115,51005036
1072933985,51005041
1141194767,51005043
6146308-5,51005044
103752120X,51005044
120908212,51005065
1037524241,51005113
1130605841,51005134
1032913371,51005187
1186660899,51005200
6146457-0,51005203
6146614-1,51005204
1012264181,51005205
1037501926,51005207
1097273253,51005211
1073056147,51005214
1037643739,51005227
1072974479,51005230
1187271152,51005231
1073061965,51005232
1072909391,51005233
7690518-4,51005234
7666386-3,51005263
1027857671,51005266
1073080846,51005273
1142422062,51005281
5076211-4,51005292
1073050173,51005296
5203757-5,51005301
2045018-7,51005302
2006728-8,51005311
1072984962,51005311
10389991X,51005318
1090685769,51005323
1012271137,51005333
1090684207,51005335
1072992167,51005336
1032675764,51005337
1192227824,51005348
103691335X,51005355
127743731,51005356
13225784X,51005357
1037621921,51005373
1027134904,51005382
1037609476,51005390
16097132-9,51005399
1037615840,51005410
6147416-2,51005433
2007095-0,51005449
1087286-3,51005450
1195191960,51005458
5004594-5,51005459
104163925,51005461
13525793X,51005466
139684026,51005469
1072995662,51005471
1073430340,51005471
5176117-8,51005475
10277390-7,51005476
5199817-8,51005481
43325-1,51005482
1072918587,51005483
5113889-X,51005485
5285111-4,51005487
10354513-X,51005488
1073019330,51005489
4751656-2,51005492
3004575-7,51005495
10086662-1,51005496
141924020,51005506
1126737178,51005507
133539679,51005510
1072916339,51005511
6147471-X,51005513
103884149,51005554
108692598X,51005558
116880392,51005582
1072999064,51005583
1072893835,51005594
1073476332,51005598
10115205-X,51005603
1147811067,51005615
6146051-5,51005619
120129570X,51005620
1037517008,51005620
1037546954,51005620
1090720890,51005637
2013472-1,51005638
1059828367,51005642
117485470,51005645
119383993,51005650
1086285573,51005657
1037530225,51005657
6146342-5,51005657
4271384-5,51005659
140490418,51005660
1072959518,51005684
1077632134,51005691
1073033929,51005699
1073041174,51005700
1024182819,51005722
123391377,51005732
1046633813,51005733
1072898926,51005735
1072953080,51005736
103751677X,51005740
10329184-2,51005744
6146618-9,51005748
1035413-X,51005750
107528757X,51005751
2014138-5,51005752
10103843-4,51005755
1124104348,51005757
1037617487,51005757
1232255254,51005763
1037511557,51005763
10119902-8,51005766
128974362,51005768
1072968428,51005769
1037500830,51005769
1072961024,51005776
1073031438,51005790
105213209X,51005792
1037574095,51005792
6146407-7,51005793
1064784283,51005805
107304114X,51005808
1037508076,51005813
122419733X,51005815
5251598-9,51005834
507607-9,51005838
16021343-5 ,51005839
135936012,51005839
136045480,51005839
1037526481,51005844
1073089630,51005848
1073528898,51005848
1037609107,51005850
107293857X,51005856
1233137085,51005869
117413-7,51005874
10336159-5,51005892
1222722453,51005893
1181158176,51005910
10195013-5,51005914
136142273,51005928
10198116-8,51005937
1072950294,51005938
1072995069,51005944
174049943,51005945
575171146,51005952
1086768116,51005962
1072968649,51005965
1073091635,51005968
1055409513,51005971
1037651316,51005973
1073007650,51005979
107295012X,51005984
5096360-0,51005997
1072885093,51005998
1073070980,51005999
1037581628,51006008
1187204234,51006010
1168982375,51006010
1235830454‏,51006014
1072916231‏,51006016
1232756970,51006018
1072967006,51006021
1036901041,51006029
136448070,51006030
1225883-0,51006039
117454559,51006039
1073053091,51006043
1073016501,51006052
1133382312,51006058
1073050645,51006089
139434607,51006102
135754747,51006104
1600262-3,51006105
116252073,51006108
2019603-9,51006110
1073089797,51006115
1072906791,51006118
https://d-nb.info/gnd/2097909-5,51006121
4640082-5,51006126
123382432,51006126
6524639-1,51006130
123936993,51006131
1072979934,51006133
1073364836,51006133
1220065951,51006141
1037539397,51006147
16140607-5,51006148
104487919X,51006148
124295273X,51006152
1167791665,51006164
129945943,51006175
103751534X,51006176
1037525582,51006177
1072979853,51006178
1138219029,51006179
124083814X,51006180
1072955962,51006184
1073091546,51006185
1072883511,51006203
135908116,51006205
1107026601,51006221
1073055256,51006218
4324671-0,51006228
15039-3,51006231
1076031137,51006231
5025419-4,51006233
1073045676,51006237
1211519023,51006244
1012518-8,51006245
1151133337,51006248
12265644X,51006261
1047512289,51006263
130634794,51006278
5065876-1,51006281
124564836,51006301
119688191X,51006310
510972-3,51006310
1251892353,51006313
1073006387,51006317
10152034-7,51006318
5217493-1,51006326
136355307,51006326
3053342-9,51006332
5047598-8,51006346
1037576047,51006347
132580004,51006348
6146038-2,51006355
1037543998,51006356
1073076032,51006364
1037600959,51006367
2065927-1,51006368
17736-2,51006369
1037643852,51006371
1037562267,51006377
600781-8,51006379
1087171490,51006380
6146508-2,51006381
1050678036,51006388
1037567463,51006408
1065778384,51006408
1073055507,51006415
1072913674,51006422
1037556046,51006428
1073529975,51006430
2086760-8,51006436
10154147-8,51006453
1072982935,51006455
1072919311,51006458
1072925672,51006459
2011966-5,51006461
2086132-1,51006474
5180565-0,51006475
7547230-2,51006478
1072934817,51006491
4321450-2,51006497
1037501837,51006502
5083415-0,51006510
1037553659,51006518
666055-1,51006551
1073039897,51006567
107295706X,51006574
16129557-5,51006583
100811957,51006585
134296710,51006611
1154518310,51006612
1037598121,51006613
1037596412,51006629
1037646509,51006630
6146729-7,51006631
1161492224,51006632
1037568869,51006637
123526353,51006645
107299657X,51006652
10201937-X,51006658
116524367,51006658
133256391,51006660
1073365883,51006676
1086130979,51006688
4598576-5,51006713
104040270,51006759
1037500784,51006760
1072960222,51006768
1073464466,51006768
https://d-nb.info/gnd/2125653-6,51006769
