1560,990010935,C 3536
1560,990010936,C 3537; CC 3537
1561,990010937,C 3538
1561,990010938,C 3539
1588,990010939,C 3540
1561,990010940,C 3541
1571,990010941,C 3542
1573,990010942,C 3543
1560,990010943,C 3544
1572,990010944,C 3545
1573,990010945,C 3546
1575,990010946,C 3547; CC 3547
1580,990010947,C 3548
1585,990010948,C 3549; CC 3549
1589,990010949,C 3550
1584,990010950,C 3551
1565,990011304,C 3928
1568,990011305,C 3929
1571,990011306,C 3930
1575,990011307,C 3931
1581,990011308,C 3932
1591,990011309,C 3933
1584,990011311,C 3935; CC 3935
1576,990011315,C 3939
1577,990011316,C 3940
1563,990011320,C 3944
1581,990011321,C 3945
1581,990011322,C 3946
1581,990011323,C 3947
1579,990011325,C 3949
1574,990011326,C 3950
1597,990011500,C 4134; CC 4134
1570,990011519,C 4153; CC 4153
1570,990011520,C 4154
1571,990011521,C 4155
1571,990011522,C 4156
1544,990011523,C 4157
1547,990011524,C 4158; CC 4158
1547,990011525,C 4159
1547,990011526,C 4160
1595,990011527,C 4161; CC 4161
1583,990011539,C 4173
1584,990011540,C 4174; CC 4174
1586,990011541,C 4175
1555,990011545,C 4179
1556,990011546,C 4180
1569,990011549,C 4183
1587,990011550,C 4184
1587,990011551,C 4185
1580,990011582,C 4217
1581,990011583,C 4218
1584,990011584,C 4219
1588,990011585,C 4220
1570,990011594,C 4229; CC 4229
1579,990011595,C 4230; CC 4230
1585,990011617,C 4252
1572,990011619,C 4254
1580,990011620,C 4255
1581,990011621,C 4256
1580,990011699,C 4347
1573,990011749,C 4399
1581; [1582],990011750,C 4400; CC 4400
1594,990011751,C 4401
1559,990011752,C 4402
1559,990011756,C 4406
1562,990011757,C 4407
1567,990011758,C 4408
1572,990011759,C 4409
1576,990011760,C 4410
1591,990011778,C 4428; CC 4428
1594,990011779,C 4429
1596,990011780,C 4430
1599,990011781,C 4431
1595,990011786,C 4436
1596,990011791,C 4441; CC 4441
1600,990011792,C 4442; CC 4442
1596,990011796,C 4446
1596,990011798,C 4448; CC 4448
1597,990011799,C 4449; CC 4449
1597,990011803,C 4453
1599,990011804,C 4454
1599,990011807,C 4457
1585,990011815,C 4465
1596,990011816,C 4466
1588,990011819,C 4469
1595,990011820,C 4470
1598,990011821,C 4471
1590,990011823,C 4473
1590,990011825,C 4475
1592,990011827,C 4477
1594,990011828,C 4478
1598,990011829,C 4479
1595,990011830,C 4480
1596,990011831,C 4481
1596,990011833,C 4483
1599,990011834,C 4484; CC 4484
1591,990011907,C 4575
1574,990012706,D 805; DD 805
1590,990012707,D 806
1597,990012708,D 807
1591,990012709,D 808
1582,990012711,D 810
1584,990012712,D 811
1586,990012713,D 812; DD 812
1589,990012714,D 813
1595,990012715,D 814
1596,990012716,D 815
1579,990012730,D 829
1591,990012731,D 830
1591,990012732,D 831
1549,990012783,D 888
1578,990012963,D 1080
1564,990012965,D 1084
1568,990012966,D 1085
1557,990012967,D 1087
1589,990013128,D 1286
1600,990013133,D 1291
1585,990013154,D 1312
1589,990013155,D 1313
1578,990013164,D 1323
1564,990013241,D 1400
1579,990013242,D 1401
1599,990013335,D 1496
1595,990013368,D 1529; DD 1529
1596,990013369,D 1530
1600,990013370,D 1531; DD 1531
1594,990013383,D 1544
(1595),990013384,D 1545; DD 1545
1595,990013385,D 1546; DD 1546
1593,990013497,D 1659
1591,990013498,D 1660; DD 1660
1594,990013499,D 1661
1596,990013500,D 1662
1598,990013501,D 1663
1561,990013565,D 1728
1573,990013566,D 1729
1564,990013610,D 1778
1582,990013611,D 1779
1583,990013612,D 1780; DD 1780
1566,990013613,D 1781; DD 1781
