COUNTRY,ID
XA-AT,70116
XA-AT,70118
XA-AT,70119
XA-AT,70121
XA-AT,70122
XA-AT,70164
XA-AT,70174
XA-AT,70201
XA-AT,70233
XA-AT,70242
XA-AT,70244
XA-AT,70248
XA-AT,70252
XA-AT,70257
XA-AT,70285
XA-AT,70286
XA-AT,70287
XA-AT,70292
XA-AT,70293
XA-AT,70295
XA-AT,70308
XA-AT,70309
XA-AT,70321
XA-AT,70341
XA-AT,70351
XA-AT,70367
XA-AT,70396
XA-AT,70397
XA-AT,70403
XA-AT,70404
XA-AT,70411
XA-AT,70415
XA-AT,70448
XA-AT,70454
XA-AT,70465
XA-AT,70469
XA-AT,70472
XA-AT,70593
XA-AT,71488
XA-AT,71573
XA-AT,73750
XA-AT,73899
XA-AT,73907
XA-AT,73908
XA-AT,73910
XA-AT,73914
XA-AT,73990
XA-AT,73993
XA-AT,74102
XA-AT,74151
XA-AT,74255
XA-AT,74419
XA-AT,74454
XA-AT,74456
XA-AT,74789
XA-AT,75210
XA-AT,75226
XA-AT,75229
XA-AT,75230
XA-AT,75231
XA-AT,75422
XA-AT,75440
XA-AT,75487
XA-AT,75488
XA-AT,75576
XA-AT,75684
XA-AT,75796
XA-AT,75812
XA-AT,76188
XA-AT,76259
XA-AT,76262
XA-AT,76263
XA-AT,76321
XA-AT,76515
XA-AT,76784
XA-AT,76923
XA-AT,76942
XA-AT,76975
XA-AT,77088
XA-AT,77158
XA-AT,77160
XA-AT,77177
XA-AT,77416
XA-AT,77466
XA-AT,77471
XA-AT,77547
XA-AT,77557
XA-AT,77588
XA-AT,77854
XA-AT,77985
XA-AT,78110
XA-AT,78391
XA-AT,78414
XA-AT,78475
XA-AT,78512
XA-AT,78692
XA-AT,78762
XA-AT,78781
XA-AT,78820
XA-AT,78851
XA-AT,78869
XA-AT,78916
XA-AT,79093
XA-AT,79244
XA-AT,79246
XA-AT,79293
XA-AT,79391
XA-AT,79489
XA-AT,79604
XA-AT,79706
XA-AT,79777
XA-AT,79787
XA-AT,79967
XA-AT,80106
XA-AT,80158
XA-AT,80199
XA-AT,80200
XA-AT,80236
XA-AT,80237
XA-AT,80324
XA-AT,80335
XA-AT,80349
XA-AT,80383
XA-AT,80419
XA-AT,80420
XA-AT,80421
XA-AT,80423
XA-AT,80656
XA-AT,80760
XA-AT,80814
XA-AT,80848
XA-AT,80853
XA-AT,80878
XA-AT,80890
XA-AT,80895
XA-AT,81054
XA-AT,81061
XA-AT,81078
XA-AT,81090
XA-AT,81095
