00000990058628	[1795?]	Year of publication from British Library catalogue.
00000990056813	[1775?]	Year of publication from British Library catalogue.
00000990059540	[1786?]	Year of publication from British Library catalogue.
00000990059930	[1792?]	Year of publication from British Library catalogue.
00000990060014	[1755]	Year of publication from British Library catalogue.
00000990060015	[1755]	Year of publication from British Library catalogue.
00000990060076	[approximately 1780]	Year of publication from British Library catalogue.
00000990060099	[between 1771 and 1778?]	Year of publication from British Library catalogue.
00000990060640	[between 1778 and 1782?]	Year of publication from British Library catalogue.
00000990060875	[1797?]	Year of publication from British Library catalogue.
00000990060931	[1774?]	Year of publication from British Library catalogue.
00000990061146	[1810?]	Year of publication from British Library catalogue.
00000990061204	[between 1787 and 1792?]	Year of publication from British Library catalogue.
00000990061938	[1815?]	Year of publication from British Library catalogue.
00000990062040	[1760]	Year of publication from British Library catalogue.
00000990062975	[1790?]	Year of publication from British Library catalogue.
00000990057185	[1768?]	Year of publication from British Library catalogue.
00000990063371	[ca. 1700]	Year of publication from British Library catalogue.
00000990056642	[1800?]	Year of publication from British Library catalogue.
00000991002216	[ca. 1720]	Year of publication from British Library catalogue.
00000990063640	[1770?]	Year of publication from British Library catalogue.
00000990063641	[1771?]	Year of publication from British Library catalogue.
00000990063703	[1789]	Year of publication from British Library catalogue.
00000990063811	[between 1749 and 1750?]	Year of publication from British Library catalogue.
00000990064071	[1743?]	Year of publication from British Library catalogue.
00000990064980	[between 1795 and 1806]	Year of publication from British Library catalogue.
00000990066193	[approximately 1775]	Year of publication from British Library catalogue.
00000990066194	[approximately 1780]	Year of publication from British Library catalogue.
00000990066195	[approximately 1778]	Year of publication from British Library catalogue.
00000990066196	[approximately 1778]	Year of publication from British Library catalogue.
00000990066200	[between 1778 and 1781]	Year of publication from British Library catalogue.
00000990065210	[between 1762 and 1769?]	Year of publication from British Library catalogue.
00000990066867	[1816]	Year of publication from British Library catalogue.
00000990066955	[1789?]	Year of publication from British Library catalogue.
00000990065439	[1808?]	Year of publication from British Library catalogue.
00000990065702	[1786]	Year of publication from British Library catalogue.
00000990065705	[1787?]	Year of publication from British Library catalogue.
00000990065752	[1785]	Year of publication from British Library catalogue.
00000990065837	[1802]	Year of publication from British Library catalogue.
00000990065900	[1788?]	Year of publication from British Library catalogue.
