1	852$a	852$c	500$a1	500$a2	856$u	856$x	856$z
991020746	GB-Lbl	H.1771.xx.(26.)		Title information: Miss Bowdler's Louisa. London: Printed by Goulding & Co., [1800?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018341036	Other	Description in British Library catalogue.
990032039	GB-Lbl	f.502.hh.		Title information: The Gloucester. London: printed for I. Walsh. I. Hare. and P. Randall, [1709?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01015808105	Other	Description in British Library catalogue.
990032056	GB-Lbl	E.1421.a.		Title information: Sacri concenti a una, due, tre, et quattro voci. In Milano: nella stampa delli fratelli Camagni alla Rosa, [1670]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01015668015	Other	Description in British Library catalogue.
990073013	GB-Lbl	C.943.f.(5.)		Title information: Airs sérieux et à boire, chansons et ariettes à I. et II. voix avec simphonie et sans simphonie, second œuvre. A Paris: chez Boivin: Roussel, 1724.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018479426	Other	Description in British Library catalogue.
990032186	GB-Lbl	H.1660.oo.(7.)		Title information: Go gentle gales. Dublin: published by Benjamin Rhames, [1770?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013535529	Other	Description in British Library catalogue.
990032244	GB-Lbl	I.530.c.(16.)		Title information: When first this humble roof. Lambeth: printed for W. Gawler, [wm 1797]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013514356	Other	Description in British Library catalogue.
990032609	GB-Lbl	A.608.a.		Title information: [The chorister's companion,]. [New-Haven]: [Simeon Jocelin & Amos Doolittle], [1782]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013743649	Other	Description in British Library catalogue.
992000239	GB-Lbl	H.1660.oo.(11.)		Title information: The captive. [Place of publication not identified]: [publisher not identified], [1750?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013535864	Other	Description in British Library catalogue.
990032813	GB-Lbl	e.269.x.		Title information: Six divertissements. A Paris: Chez le Sr Sieber, [1779?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014791052	Other	Description in British Library catalogue.
990034094	GB-Lbl	H.346.ii.		Title information: Sophie ou Le marriage caché. A Paris: chez le Clerc, [1768?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01015707694	Other	Description in British Library catalogue.
990034912	GB-Lbl	H.1771.ll.(2.)		Title information: Ah, Lodoiska!. London: Printed by Longman and Broderip, [ca. 1795?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01016740994	Other	Description in British Library catalogue.
990035099	GB-Lbl	h.1753.pp.(3.)		Title information: Trois sonates faciles. A Paris (Place des Victoires, No. 8): Chez J. Frey, artiste de l'Academie Royal de Musique et successeur de Messieurs Cherubini, Kreutzer, Rode & Compagnie, [not before 1812]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018085066	Other	Description in British Library catalogue.
990035298	GB-Lbl	i.31.kk.(1.)		Title information: Concert fűr flőte mit Begleitung des ganzen Orchester. Wien: im Verlage der k k: pr: chemie Druckerey des S. A. Steiner u. Comp, [ca. 1812]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013104880	Other	Description in British Library catalogue.
990035324	GB-Lbl	i.31.kk.(2.)		Title information: Harmonie pour deux hautbois, deux clarinetts, deux cors, deux bassons et grand basson. Vienne: au Magasin de l'imprimerie chimique, [1810]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013134825	Other	Description in British Library catalogue.
990035364	GB-Lbl	i.235.(2.)		Title information: Tre gran quintetti per due violini, due viole e violoncello, opera 100. A Bonn: presso N. Simrok, [1803]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01017018366	Other	Description in British Library catalogue.
990033133	GB-Lbl	H.1660.oo.(20.)		Title information: The favorite ouverture with the grand march by Kelly and Madame Parisot's dance by Bossi. London (28 Hay Market, 67, Dean Street, Soho); Edinburgh (8 South Saint Andrew Street & 37, Bridge St.): printed for Corry, Dussek & Co., [between 1798 and 1801?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013538347	Other	Description in British Library catalogue.
990033528	GB-Lbl	e.368.y.(4.)		Title information: Vier Variationen über das Duett aus der Zauberflöte von Mozart. Mainz: bei B. Schott, [1794?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01017746531	Other	Description in British Library catalogue.
991021775	GB-Lbl	h.140.ii.(2.)		Title information: The Battle of Prague. London: Printed by Robt. Birchall, [ca. 1790]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014859188	Other	Description in British Library catalogue.
991022012	GB-Lbl	i.309.ee.(6.)		Title information: Sei variationi per flauto solo. Vienna: Giusepe Eder, [1800]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01017771083	Other	Description in British Library catalogue.
990037099	GB-Lbl	h.4262.b.(3.)		Title information: Six sonatas for two violins with a through bass for the harpsichord or violoncello, op. IV. London: printed for I. Walsh, [1764]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01019646633	Other	Description in British Library catalogue.
990037142	GB-Lbl	h.1802.xx.		Title information: Three symphonies for two violins, two hoboys, two horns, viola & bass. London: engrav'd, printed, & sold by Longman & Broderip, [1782?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01016282370	Other	Description in British Library catalogue.
990037498	GB-Lbl	C.943.g.(7.)		Title information: L'année merveilleuse. A Paris: L'Auteur: Messieurs Ballard, pere et fils: Madame Boivin: Monsieur Le Clerc: Melle. Castagnery; A Lyon; A Bruxelles: chez Mr. Vase, [1749]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01019044369	Other	Description in British Library catalogue.
990037506	GB-Lbl	C.943.g.(4.)		Title information: Borée. A Paris: L'Auteur: Le Sr. Boivin: Le Sr. Le Clerc, 1733.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01019043910	Other	Description in British Library catalogue.
990037507	GB-Lbl	C.943.g.(5.)		Title information: La cascade de St. Cloud. A Paris: L'Auteur: Mrs. Ballard pere et fils: Madame Boivin: Mr. Le Clerc; A Lyon: chez Mr. de Bretonne, 1748.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01019044359	Other	Description in British Library catalogue.
990037514	GB-Lbl	C.943.g.(8.)		Title information: Le dédain affecté. A Paris: Au Mont-Parnasse [Ballard]: L'Auteur: La veuve Boivin: Le Sr. Le Clerc, 1736.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01019044149	Other	Description in British Library catalogue.
990037515	GB-Lbl	C.943.g.(9.)		Title information: Le dédommagement, oú L'infidelité reparée. A Paris: L'Auteur: Mrs. Ballard pere et fils: Madame Boivin: Mr. Le Clerc; A Lyon: chez Mr. de Bretonne, 1748.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01019044213	Other	Description in British Library catalogue.
990037533	GB-Lbl	C.943.g.(10.)		Title information: L'Hymen et l'amour. A Paris: L'auteur: Messieurs Ballard: Madame Boivin: Mr. le Clerc; A Lyon: chez Mr. de Bretonne, 1748.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01019035214	Other	Description in British Library catalogue.
990037548	GB-Lbl	C.943.g.(11.)		Title information: La paix. A Paris: L'auteur: Mr. Ballard père et fils: Madame Boivin: Mr. Le Clerc: Melle. Castagnery; A Lyon: chez Mr. Debrotonne; A Bruxelles: chez Mr. Vase, 1749.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01019035223	Other	Description in British Library catalogue.
990036016	GB-Lbl	I.657.e.		Title information: Motets à une, deux, et trois voix avec symphonie et sans symphonie. A Paris: chez l'auteur dans la cour du Palais à la Maitrise, 1741.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01016218603	Other	Description in British Library catalogue.
990037561	GB-Lbl	C.943.g.(12.)		Title information: Le rossignol. A Paris: L'Auteur: Au Mont Parnasse [Ballard]: Madame Boivin: Le Sr. Le Clerc, 1740.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01019044212	Other	Description in British Library catalogue.
990038035	GB-Lbl	h.3212.aa.(6.)		Title information: Six quartettos. London (Corner of Dukes Court, St. Martin's Lane): printed & sold by Wm. Forster, [1783?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01017774087	Other	Description in British Library catalogue.
990038267	GB-Lbl	h.1663.d.		Title information: XII sonate a violino solo è basso da camera. A Paris: chez Le Clerc, [approximately 1760].	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01017555678	Other	Description in British Library catalogue.
990038509	GB-Lbl	h.3212.dd.(12.)		Title information: Caprices ou etude, du violon. A Paris (Rue de la Loi no. 78 près celle Faydeau): chez Augte Le Duc et Compie., [1806?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01017950055	Other	Description in British Library catalogue.
990038757	GB-Lbl	A.488.a.		Title information: [Urania,]. [Philadelphia]: [James Lyon], [1761]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013738337	Other	Description in British Library catalogue.
990036218	GB-Lbl	H.1771.cc.(1.)		Title information: L'Aurore. A Paris: chez L'auteur [et chez] Madame Boivin [et chez] Monsieur Le Clerc [et chez] Madelle. Castagnery [etc.], [ca. 1750]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013779735	Other	Description in British Library catalogue.
990036444	GB-Lbl	C.943.g.(3.)		Title information: L'amant vainqueur. A Paris: Madame Boivin: Monsieur Le Clerc: Monsieur Ballard, le fils: Melle. Castagnery, [1748]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01019044420	Other	Description in British Library catalogue.
990036535	GB-Lbl	C.943.f.(4.)		Title information: Recueil d'airs nouveaux serieux et a boire a une, deux et trois voix avec symphonie. Se vend a Paris: chez l'Auteur: Boivin, 1724.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018477846	Other	Description in British Library catalogue.
991029662	GB-Lbl	h.3212.pp.(12.)		Title information: A new overture for the piano forte, in which is introduced the favorite air of 'The Streamlet'. London (23 Oxford Str.): Printed at Bland & Wellers Music Warehouse, [1808?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013219484	Other	Description in British Library catalogue.
991030133	GB-Lbl	H.1660.uu.(38.)		Title information: The Duke of Marlborough's health. [London]: s.n, [1708?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013690982	Other	Description in British Library catalogue.
990039821	GB-Lbl	h.2591.c.(2.)		Title information: Ouverture d'Henry IV et la marche. A Paris: chez L'Auteur, [ca. 1775]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013202467	Other	Description in British Library catalogue.
990038777	GB-Lbl	h.2604.g.(10.)		Title information: A fourth collection of strathspey reels &c. Edinburgh: Printed for the Author and to be had at Gow & Shepherd, [between 1796 and 1801?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018434145	Other	Description in British Library catalogue.
990040326	GB-Lbl	h.1451.b.		Title information: Sapho et Phaon. London: printed by G. Goulding, [1797]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034221	Other	Description in British Library catalogue.
990039071	GB-Lbl	D.420.ff.		Title information: Die Schlacht für Siversshausen. Helmstadt: Jacobus Lucius, 1608.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034181	Other	Description in British Library catalogue.
990039106	GB-Lbl	i.286.c.(2.)		Title information: Sonates a violon seul et basse continüe. A Paris: chez L'Auteur. Madame Boivin. Monsieur Le Clerc, 1744.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01017595549	Other	Description in British Library catalogue.
990042291	GB-Lbl	A.959.zz.		Title information: Six canzonets for two voices. London: Printed by Welcker, [between 1762 and 1778]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01016112467	Other	Description in British Library catalogue.
990042565	GB-Lbl	C.943.f.(3.)		Title information: Second recueil d'airs sérieux et à boire, a une et deux vois avec des accompagnemens. Se vend a Paris: chez l'Auteur: Mr. Boivin, [1721?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018477826	Other	Description in British Library catalogue.
990039151	GB-Lbl	i.309.w.(2.)		Title information: La Gamme et autres morceaux de simphonie. Se vend a Paris: chez l'auteur; d'Andelot; le Sieur Boivin, 1723.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01016218616	Other	Description in British Library catalogue.
990042844	GB-Lbl	h.3212.hh.(7.)		Title information: Ouverture à grand orchestre. Offenbach s/M: Jean André, [1807?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018077611	Other	Description in British Library catalogue.
990042930	GB-Lbl	Tyson P.M.154.(3.)		Title information: Overtura per il clavicembalo. In Vienna: presso Artaria et Comp., [1798?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013253274	Other	Description in British Library catalogue.
990043264	GB-Lbl	H.699.y.		Title information: Weibertreue. Cöln: bei P.J. Simrock, [1802]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034379	Other	Description in British Library catalogue.
990043395	GB-Lbl	Tyson P.M.34.(9.)		Title information: The favorite overture to the Zauberflote. London: printed by Rt. Birchall, [ca. 1800]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034506	Other	Description in British Library catalogue.
990043504	GB-Lbl	Tyson P.M.34.(10.)		Title information: Colomba mia venite quà. London: printed for Rt. Birchall, [ca. 1800]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034507	Other	Description in British Library catalogue.
990043642	GB-Lbl	Tyson P.M.38.		Title information: La Clemenza di Tito. Leipzig: bey Breitkopf & Härtel, [1809]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034516	Other	Description in British Library catalogue.
990043742	GB-Lbl	i.246.b.		Title information: La Clemenza di Tito. A Vienna: presso Artaria e Comp, [1798]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014791069	Other	Description in British Library catalogue.
990043930	GB-Lbl	Tyson P.M.27.(3.)		Title information: Abend=empfindung zum Singen beim Clavier. Hamburg: in Bachmann u. Gündemanns Buchhandlung, [ca. 1800]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005030941	Other	Description in British Library catalogue.
990044047	GB-Lbl	Tyson P.M.37.(1.)		Title information: Simphonie a deux violons alto et basse, deux hautbois, deux cors, 2 clarinette, 2 flutes, 2 bassons, trompette et timballe ad libitum. [Paris]: chez le Sr Sieber, [1789?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034514	Other	Description in British Library catalogue.
990044068	GB-Lbl	Tyson P.M.147.(5.)		Title information: Grosse Sinfonie. In Prag: beÿm Verfasser; in Leipzig: in der Breitkopfischen Musikhandlung; und in Hamburg: beÿm H. Günther und Böhme, [1795]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034546	Other	Description in British Library catalogue.
990044129	GB-Lbl	h.2880.ll.		Title information: Trois grandes simphonies. À Paris: Chez Imbault, Professeur & Editeur de musique, au Mont d'Or Rue St. Honoré No.125, près celle des Poulies. Et Péristile du Théâtre Italien Rue Favart No.461, [between 1807 and 1811?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01019457112	Other	Description in British Library catalogue.
990044310	GB-Lbl	f.852.f.		Title information: Grand quintetto pour le piano-forte, deux violins, viola & violoncelle. Hambourg: chés Jean Auguste Böhme, [between 1800 and 1810?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018077808	Other	Description in British Library catalogue.
990044361	GB-Lbl	f.895.l.		Title information: Grand concert pour le clavecin ou forte piano avec l'accompagnement des plusieurs instruments. à Amsterdam: chéz J. Schmitt, [ca. 1795]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005027942	Other	Description in British Library catalogue.
990044388	GB-Lbl	Tyson P.M.148.(1.)		Title information: Cadences ou points d'orgue pour piano-forté. A Offenbach: chez Jean André, [1806?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034547	Other	Description in British Library catalogue.
990044427	GB-Lbl	h.405.yy.(9.)		Title information: Sérénade pour deux clarinettes, deux hautbois, 2 cors & 2 bassons. A Offenbach s/M: chez Jean André, [1811?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013516297	Other	Description in British Library catalogue.
990044628	GB-Lbl	h.2880.jj.(2.)		Title information: Quintetto pour flûte, deux violons, alto & violoncelle. A Offenbach s/M: chés J. André, [1810?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01017928236	Other	Description in British Library catalogue.
990044715	GB-Lbl	Tyson P.M.20.(6.)		Title information: Trois quatuors pour deux violons alto et basse. A Paris: chez Imbault, [1793?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034604	Other	Description in British Library catalogue.
990044831	GB-Lbl	f.957.a.		Title information: XII petites pieçes pour le piano forte. à Vienne: chez Hoffmeister & Comp.; à Leipsic: au Bureau de Musique, [1795?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018524286	Other	Description in British Library catalogue.
990045028	GB-Lbl	h.2880.jj.(1.)		Title information: Trois sonates pour le clavecin or piano forte, avec l'accompagnement d'un violon. [Berlin]: Chés J.J. Hummel à Berlin.; À Amsterdam: Au grand magazin de musique et aux adresses ordinaires., [1794?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01017752389	Other	Description in British Library catalogue.
990045038	GB-Lbl	Tyson P.M.33.(2.)		Title information: Three sonatas for the harpsichord or piano forte with an accompanyment for a violin. London: printed for Rt. Birchall, [1802]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034489	Other	Description in British Library catalogue.
990045115	GB-Lbl	i.309.ii.(2.)		Title information: Douze duos pour deux violons, oeuvre 70me. Offenbach s/m: chés Jean André, [1799]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01017746301	Other	Description in British Library catalogue.
990045144	GB-Lbl	i.309.ii.(1.)		Title information: Douze duos pour deux violons, oeuvre 70me. Offenbach s/m: chés Jean André, [1799]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01017746297	Other	Description in British Library catalogue.
990045160	GB-Lbl	i.309.ii.(3.)		Title information: Douze duos pour deux violons, oeuvre 70me. Offenbach s/m: chés Jean André, [1799]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01017746377	Other	Description in British Library catalogue.
990045317	GB-Lbl	Tyson P.M.27.(2.)		Title information: Trois sonates pour clavecin ou piano forte. A Paris: chez Imbault, [ca. 1790]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005030940	Other	Description in British Library catalogue.
990045373	GB-Lbl	Tyson P.M.146.(4.)		Title information: Caprice pour le clavecin ou piano-forte. A Vienne: chez Artaria et Comp, [ca. 1815]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034522	Other	Description in British Library catalogue.
990045376	GB-Lbl	e.57.xx.(8.)		Title information: Rondeau. À Leipsic: au bureau de musique, [1803?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005027973	Other	Description in British Library catalogue.
990045394	GB-Lbl	e.490.ee.		Title information: Sonate facile pour piano-forté. Offenbach s/M: chez Jean André, [1805]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014650978	Other	Description in British Library catalogue.
990045991	GB-Lbl	e.490.kk.(2.)		Title information: Trio pour le piano forté violon et violoncelle. A Paris: Chez Pleyel, auteur et Editeur de Musique, rue Neuve des Petits Champs No. 1286 vis-a-vis la Tresorerie Nationale, [approximately 1806]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01019179378	Other	Description in British Library catalogue.
990046507	GB-Lbl	h.3212.nn.(6.)		Title information: Trois duo concertans pour deux violoncelles. A Paris: chez Aug.te Le Duc et Comp.ie, [between 1806 and 1808?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018716686	Other	Description in British Library catalogue.
991022462	GB-Lbl	h.3212.pp.(13.)		Title information: Twelve lessons for the piano forte. London: Goulding, Phipps, D'Almaine & Co., [1804]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014791060	Other	Description in British Library catalogue.
991028086	GB-Lbl	H.1660.oo.(53.)		Title information: Edward. London (29 New Bond Street): printed & sold by L. Lavenu, [between 1798 and 1805]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013550879	Other	Description in British Library catalogue.
991026854	GB-Lbl	H.1120.w.(3.)		Title information: Vedrai carino, a favorite song. London: printed for Rt. Birchall, [ca. 1800]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01015733155	Other	Description in British Library catalogue.
991027167	GB-Lbl	H.1771.gg.(14.)		Title information: Away with melancholy. London: Printed & sold by Thos. Preston. 97 Strand, [ca. 1805]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01015672401	Other	Description in British Library catalogue.
991027564	GB-Lbl	i.309.jj.(7.)		Title information: Sinfonie concertante pour violon et alto principaux, deux violons alto et basse, deux hautbois deux cors, op. [blank]. Paris: chéz Sieber père, [1803?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013648916	Other	Description in British Library catalogue.
991010631	GB-Lbl	Tyson P.M.148.(2.)		Title information: Trente-cinq points-d'orgue pour le piano-forté. A Paris: de l'imprimerie lithographique &; chez Mme Duhan & Cie, [ca.1805]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034548	Other	Description in British Library catalogue.
991027705	GB-Lbl	g.1017.s.		Title information: Six grand quintetto's for two violins, two tenors and a violoncello. London (22 York Street, Westminster): printed for W. Forster, [between 1803 and 1816?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018755896	Other	Description in British Library catalogue.
991028438	GB-Lbl	e.490.jj.		Title information: Quatuor pour le clavecin ou piano-forte, violon, alto-viola & violoncelle, oeuvre 25. Amsterdam: J. Schmitt, [between 1793 and 1796?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01019063835	Other	Description in British Library catalogue.
991028484	GB-Lbl	h.3212.ll.(13.)		Title information: Trois trios pour le clavecin ou piano forte accompagnés d'un violon, oeuvre XVIII. à Berlin; à Amsterdam: chés J.J. Hummel, [1794]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018524211	Other	Description in British Library catalogue.
991009653	GB-Lbl	h.3212.vv.(3.)		Title information: Penson & Robertson's selection of sonatas & airs with variations &c. Edinburgh: published by Penson, Robertson & Co., [1811?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01015588020	Other	Description in British Library catalogue.
990046699	GB-Lbl	C.943.g.(14.)		Title information: Le retour d'Amarante. A Paris: l'Auteur: le Sr. Le Clerc: la veuve Boivin, 1745.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01019044408	Other	Description in British Library catalogue.
990046703	GB-Lbl	h.1728.dd.		Title information: Sonates pour deux flutes-traversieres sans basse. Se vendent a Paris: chez Le Sr. Naudot: chez Le Sr. Boivin, [1727?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01017575274	Other	Description in British Library catalogue.
990046728	GB-Lbl	h.3212.gg.(5.)		Title information: Airs choisis, et connus en duo avec leurs variations. A Paris: chez Mr Boismortier: chez Me. Boivin: chez Mr Le Clerc, 1752.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018119918	Other	Description in British Library catalogue.
990046732	GB-Lbl	E.235.d.		Title information: Canto de' pellegrini [begins 'Le porte a noi diserra']. Dresda: presso P.C. Kilscher, [1798?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013595428	Other	Description in British Library catalogue.
990046616	GB-Lbl	h.3212.tt.(8.)		Title information: Six solos for the violin with a bass for the harpsicord or violoncello. London (in Catharine Street in the Strand): Printed for I Walsh, [1761]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013696326	Other	Description in British Library catalogue.
991022994	GB-Lbl	h.725.tt.(4.)		Title information: Six nouvelles sonates. Paris: Chez Naderman, [1797]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013496577	Other	Description in British Library catalogue.
990048742	GB-Lbl	e.140.d.(1.)		Title information: Six sonates pour le clavecin seul, opera V. A Paris: chez Mr De la Chevardiere, [1760?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018457163	Other	Description in British Library catalogue.
990048745	GB-Lbl	e.140.d.(2.)		Title information: Six sonates pour le clavecin, opera VI. A Paris: chez Mr De la Chevardiere, [1763?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018457172	Other	Description in British Library catalogue.
990049630	GB-Lbl	i.307.i.		Title information: Parties séparées de l'opera de Roland. Paris: chez Des Lauriers, [ca.1792]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005030529	Other	Description in British Library catalogue.
990047857	GB-Lbl	D.370.l.(1.)		Title information: Aria seria Chi un dolce amor condanna. In Napoli: si vende per tutte le città principali d'Europa agli adrezzi ordinarij dove si vende la musica stampa, [1789]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01016588425	Other	Description in British Library catalogue.
990047882	GB-Lbl	H.345.i.(5.)		Title information: Di furor per me s'accenda. London: printed for Rt. Birchall, [ca. 1800]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013593468	Other	Description in British Library catalogue.
990050095	GB-Lbl	H.1601.n.(9.)		Title information: Beauty; a favorite sonnet, written by Laura Maria. London: Preston & Son, [c. 1790]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004585061	Other	Description in British Library catalogue.
990050118	GB-Lbl	H.1660.oo.(77.)		Title information: Henry's cottage maid. Dublin: published by E. Rhames, [1795?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013555676	Other	Description in British Library catalogue.
990050124	GB-Lbl	H.1660.oo.(76.)		Title information: Henry's cottage maid. [London]: printed for G. Walker, [1807?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013555661	Other	Description in British Library catalogue.
990050142	GB-Lbl	H.1660.oo.(79.)		Title information: Time. Dublin: published by E. Rhames, [1795?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013555742	Other	Description in British Library catalogue.
990050537	GB-Lbl	h.318.uu.		Title information: Sei quartetti per due violini, viola,e violoncello. In Vienna: presso Artaria Compagni, [1787?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01015747396	Other	Description in British Library catalogue.
990050543	GB-Lbl	i.207.c.		Title information: Sei quartetti a due violini, viola, e violoncello. Vienna: presso Rodolfo Graeffer, [1783?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01016777163	Other	Description in British Library catalogue.
990047960	GB-Lbl	H.1771.cc.(7.)		Title information: Duo de L'inganno felice, ou l'Heureuse tromperie [begins 'Via dite cosa avete = Qu'est-ce qui te tormente?']. Paris: chez Momigny, [1802?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013594948	Other	Description in British Library catalogue.
990051009	GB-Lbl	Tyson P.M.15.(5.)		Title information: Trois sonates pour piano forte avec accompagnement de violon et basse. A Paris: chez Pleyel, [1803]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034583	Other	Description in British Library catalogue.
990047983	GB-Lbl	H.445.f.		Title information: Le marquis Tulipano, ou, Le mariage inattendu. Paris: Chez le Sr Sieber, [1790?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013401658	Other	Description in British Library catalogue.
990051087	GB-Lbl	h.1728.ii.(3.)		Title information: Trois sonates pour piano-forté avec accompagnement de violon et violoncelle. A Offenbach s/M: chez Jean André, [1805]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018275839	Other	Description in British Library catalogue.
990051134	GB-Lbl	i.207.b.		Title information: Trois sonates.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013718212	Other	Description in British Library catalogue.
